Player 1,Player 2,Player_1_Win,,Player 1,Player 2,Player_1_Win
Gael Monfils,Alexander Zverev,1,,Gael Monfils,Alexander Zverev,1
Steve Johnson,John Isner,1,,John Isner,Steve Johnson,0
Ivo Karlovic,Jack Sock,1,,Ivo Karlovic,Jack Sock,1
Alexander Zverev,Benoit Paire,1,,Benoit Paire,Alexander Zverev,0
Gael Monfils,Sam Querrey,1,,Gael Monfils,Sam Querrey,1
John Isner,Marcos Baghdatis,1,,Marcos Baghdatis,John Isner,0
Steve Johnson,Ryan Harrison,1,,Steve Johnson,Ryan Harrison,1
Ivo Karlovic,Bernard Tomic,1,,Bernard Tomic,Ivo Karlovic,0
Jack Sock,Daniel Evans,1,,Jack Sock,Daniel Evans,1
Alexander Zverev,Malek Jaziri,1,,Malek Jaziri,Alexander Zverev,0
Benoit Paire,Gilles Muller,1,,Benoit Paire,Gilles Muller,1
Sam Querrey,Alexandr Dolgopolov,1,,Alexandr Dolgopolov,Sam Querrey,0
Gael Monfils,Borna Coric,1,,Gael Monfils,Borna Coric,1
John Isner,James Duckworth,1,,James Duckworth,John Isner,0
Marcos Baghdatis,John Millman,1,,Marcos Baghdatis,John Millman,1
Ryan Harrison,Viktor Troicki,1,,Viktor Troicki,Ryan Harrison,0
Steve Johnson,Adrian Mannarino,1,,Steve Johnson,Adrian Mannarino,1
Bernard Tomic,Donald Young,1,,Donald Young,Bernard Tomic,0
Ivo Karlovic,Brian Baker,1,,Ivo Karlovic,Brian Baker,1
Daniel Evans,Grigor Dimitrov,1,,Grigor Dimitrov,Daniel Evans,0
Jack Sock,Lukas Lacko,1,,Jack Sock,Lukas Lacko,1
Alexander Zverev,Taylor Harry Fritz,1,,Taylor Harry Fritz,Alexander Zverev,0
Malek Jaziri,Kevin Anderson,1,,Malek Jaziri,Kevin Anderson,1
Gilles Muller,Yoshihito Nishioka,1,,Yoshihito Nishioka,Gilles Muller,0
Benoit Paire,Jared Donaldson,1,,Benoit Paire,Jared Donaldson,1
Sam Querrey,Bjorn Fratangelo,1,,Bjorn Fratangelo,Sam Querrey,0
Alexandr Dolgopolov,Jordan Thompson,1,,Alexandr Dolgopolov,Jordan Thompson,1
Borna Coric,Yuichi Sugita,1,,Yuichi Sugita,Borna Coric,0
Gael Monfils,Yen Hsun Lu,1,,Gael Monfils,Yen Hsun Lu,1
James Duckworth,Tim Smyczek,1,,Tim Smyczek,James Duckworth,0
John Millman,Denis Kudla,1,,John Millman,Denis Kudla,1
Ryan Harrison,Stephane Robert,1,,Stephane Robert,Ryan Harrison,0
Adrian Mannarino,Francis Tiafoe,1,,Adrian Mannarino,Francis Tiafoe,1
Donald Young,Ernesto Escobedo,1,,Ernesto Escobedo,Donald Young,0
Brian Baker,Samuel Groth,1,,Brian Baker,Samuel Groth,1
Daniel Evans,Benjamin Becker,1,,Benjamin Becker,Daniel Evans,0
Lukas Lacko,Denis Shapovalov,1,,Lukas Lacko,Denis Shapovalov,1
Taylor Harry Fritz,Dudi Sela,1,,Dudi Sela,Taylor Harry Fritz,0
Malek Jaziri,Reilly Opelka,1,,Malek Jaziri,Reilly Opelka,1
Yoshihito Nishioka,Ivan Dodig,1,,Ivan Dodig,Yoshihito Nishioka,0
Jared Donaldson,Vincent Millot,1,,Jared Donaldson,Vincent Millot,1
Bjorn Fratangelo,Alex Kuznetsov,1,,Alex Kuznetsov,Bjorn Fratangelo,0
Jordan Thompson,Victor Estrella,1,,Jordan Thompson,Victor Estrella,1
Yuichi Sugita,Vasek Pospisil,1,,Vasek Pospisil,Yuichi Sugita,0
Yen Hsun Lu,Austin Krajicek,1,,Yen Hsun Lu,Austin Krajicek,1
Novak Djokovic,Kei Nishikori,1,,Kei Nishikori,Novak Djokovic,0
Novak Djokovic,Gael Monfils,1,,Novak Djokovic,Gael Monfils,1
Kei Nishikori,Stanislas Wawrinka,1,,Stanislas Wawrinka,Kei Nishikori,0
Novak Djokovic,Tomas Berdych,1,,Novak Djokovic,Tomas Berdych,1
Gael Monfils,Milos Raonic,1,,Milos Raonic,Gael Monfils,0
Kei Nishikori,Grigor Dimitrov,1,,Kei Nishikori,Grigor Dimitrov,1
Stanislas Wawrinka,Kevin Anderson,1,,Kevin Anderson,Stanislas Wawrinka,0
Novak Djokovic,Radek Stepanek,1,,Novak Djokovic,Radek Stepanek,1
Tomas Berdych,Ryan Harrison,1,,Ryan Harrison,Tomas Berdych,0
Milos Raonic,Jared Donaldson,1,,Milos Raonic,Jared Donaldson,1
Gael Monfils,David Goffin,1,,David Goffin,Gael Monfils,0
Grigor Dimitrov,Ivo Karlovic,1,,Grigor Dimitrov,Ivo Karlovic,1
Kei Nishikori,Rajeev Ram,1,,Rajeev Ram,Kei Nishikori,0
Kevin Anderson,Bernard Tomic,1,,Kevin Anderson,Bernard Tomic,1
Stanislas Wawrinka,Jack Sock,1,,Jack Sock,Stanislas Wawrinka,0
Novak Djokovic,Gilles Muller,1,,Novak Djokovic,Gilles Muller,1
Radek Stepanek,Peter Polansky,1,,Peter Polansky,Radek Stepanek,0
Ryan Harrison,John Isner,1,,Ryan Harrison,John Isner,1
Tomas Berdych,Borna Coric,1,,Borna Coric,Tomas Berdych,0
Milos Raonic,Yen Hsun Lu,1,,Milos Raonic,Yen Hsun Lu,1
Jared Donaldson,Fabio Fognini,1,,Fabio Fognini,Jared Donaldson,0
Gael Monfils,Vasek Pospisil,1,,Gael Monfils,Vasek Pospisil,1
David Goffin,Sam Querrey,1,,Sam Querrey,David Goffin,0
Ivo Karlovic,Marin Cilic,1,,Ivo Karlovic,Marin Cilic,1
Grigor Dimitrov,Denis Shapovalov,1,,Denis Shapovalov,Grigor Dimitrov,0
Rajeev Ram,Lucas Pouille,1,,Rajeev Ram,Lucas Pouille,1
Kei Nishikori,Dennis Novikov,1,,Dennis Novikov,Kei Nishikori,0
Kevin Anderson,Dominic Thiem,1,,Kevin Anderson,Dominic Thiem,1
Bernard Tomic,Steven Diez,1,,Steven Diez,Bernard Tomic,0
Jack Sock,Donald Young,1,,Jack Sock,Donald Young,1
Stanislas Wawrinka,Mikhail Youzhny,1,,Mikhail Youzhny,Stanislas Wawrinka,0
Gilles Muller,Dmitry Tursunov,1,,Gilles Muller,Dmitry Tursunov,1
Peter Polansky,Tim Smyczek,1,,Tim Smyczek,Peter Polansky,0
Radek Stepanek,Benoit Paire,1,,Radek Stepanek,Benoit Paire,1
John Isner,Dudi Sela,1,,Dudi Sela,John Isner,0
Ryan Harrison,Andrey Kuznetsov,1,,Ryan Harrison,Andrey Kuznetsov,1
Borna Coric,Ivan Dodig,1,,Ivan Dodig,Borna Coric,0
Yen Hsun Lu,Alexander Zverev,1,,Yen Hsun Lu,Alexander Zverev,1
Jared Donaldson,John Millman,1,,John Millman,Jared Donaldson,0
Fabio Fognini,Steve Johnson,1,,Fabio Fognini,Steve Johnson,1
Gael Monfils,Joao Sousa,1,,Joao Sousa,Gael Monfils,0
Vasek Pospisil,Jeremy Chardy,1,,Vasek Pospisil,Jeremy Chardy,1
Sam Querrey,Frank Dancevic,1,,Frank Dancevic,Sam Querrey,0
Ivo Karlovic,Taylor Harry Fritz,1,,Ivo Karlovic,Taylor Harry Fritz,1
Grigor Dimitrov,Yuichi Sugita,1,,Yuichi Sugita,Grigor Dimitrov,0
Denis Shapovalov,Nick Kyrgios,1,,Denis Shapovalov,Nick Kyrgios,1
Lucas Pouille,Emilio Gomez,1,,Emilio Gomez,Lucas Pouille,0
Rajeev Ram,Ernests Gulbis,1,,Rajeev Ram,Ernests Gulbis,1
Dennis Novikov,Federico Delbonis,1,,Federico Delbonis,Dennis Novikov,0
Kevin Anderson,Viktor Troicki,1,,Kevin Anderson,Viktor Troicki,1
Steven Diez,Kyle Edmund,1,,Kyle Edmund,Steven Diez,0
Bernard Tomic,Alejandro Gonzalez,1,,Bernard Tomic,Alejandro Gonzalez,1
Jack Sock,Denis Kudla,1,,Denis Kudla,Jack Sock,0
Donald Young,Alexandr Dolgopolov,1,,Donald Young,Alexandr Dolgopolov,1
Mikhail Youzhny,Stephane Robert,1,,Stephane Robert,Mikhail Youzhny,0
Nick Kyrgios,John Isner,1,,Nick Kyrgios,John Isner,1
John Isner,Reilly Opelka,1,,Reilly Opelka,John Isner,0
Nick Kyrgios,Yoshihito Nishioka,1,,Nick Kyrgios,Yoshihito Nishioka,1
John Isner,Taylor Harry Fritz,1,,Taylor Harry Fritz,John Isner,0
Reilly Opelka,Donald Young,1,,Reilly Opelka,Donald Young,1
Yoshihito Nishioka,Horacio Zeballos,1,,Horacio Zeballos,Yoshihito Nishioka,0
Nick Kyrgios,Fernando Verdasco,1,,Nick Kyrgios,Fernando Verdasco,1
John Isner,Adrian Mannarino,1,,Adrian Mannarino,John Isner,0
Taylor Harry Fritz,Bjorn Fratangelo,1,,Taylor Harry Fritz,Bjorn Fratangelo,1
Reilly Opelka,Kevin Anderson,1,,Kevin Anderson,Reilly Opelka,0
Donald Young,Tim Smyczek,1,,Donald Young,Tim Smyczek,1
Horacio Zeballos,Tobias Kamke,1,,Tobias Kamke,Horacio Zeballos,0
Yoshihito Nishioka,Alexandr Dolgopolov,1,,Yoshihito Nishioka,Alexandr Dolgopolov,1
Fernando Verdasco,Julien Benneteau,1,,Julien Benneteau,Fernando Verdasco,0
Nick Kyrgios,Jared Donaldson,1,,Nick Kyrgios,Jared Donaldson,1
Adrian Mannarino,Mischa Zverev,1,,Mischa Zverev,Adrian Mannarino,0
Bjorn Fratangelo,Igor Sijsling,1,,Bjorn Fratangelo,Igor Sijsling,1
Taylor Harry Fritz,Austin Smith,1,,Austin Smith,Taylor Harry Fritz,0
Reilly Opelka,Christopher Eubanks,1,,Reilly Opelka,Christopher Eubanks,1
Tim Smyczek,Thiago Monteiro,1,,Thiago Monteiro,Tim Smyczek,0
Donald Young,Austin Krajicek,1,,Donald Young,Austin Krajicek,1
Horacio Zeballos,Guillermo Garcia Lopez,1,,Guillermo Garcia Lopez,Horacio Zeballos,0
Tobias Kamke,Sergiy Stakhovsky,1,,Tobias Kamke,Sergiy Stakhovsky,1
Yoshihito Nishioka,Daniel Evans,1,,Daniel Evans,Yoshihito Nishioka,0
Fernando Verdasco,Dusan Lajovic,1,,Fernando Verdasco,Dusan Lajovic,1
Julien Benneteau,John Patrick Smith,1,,John Patrick Smith,Julien Benneteau,0
Jared Donaldson,Samuel Groth,1,,Jared Donaldson,Samuel Groth,1
Ivo Karlovic,Feliciano Lopez,1,,Feliciano Lopez,Ivo Karlovic,0
Feliciano Lopez,Pablo Carreno Busta,1,,Feliciano Lopez,Pablo Carreno Busta,1
Ivo Karlovic,Dusan Lajovic,1,,Dusan Lajovic,Ivo Karlovic,0
Feliciano Lopez,Julien Benneteau,1,,Feliciano Lopez,Julien Benneteau,1
Pablo Carreno Busta,Santiago Giraldo,1,,Santiago Giraldo,Pablo Carreno Busta,0
Ivo Karlovic,Marcel Granollers,1,,Ivo Karlovic,Marcel Granollers,1
Dusan Lajovic,Nicolas Almagro,1,,Nicolas Almagro,Dusan Lajovic,0
Feliciano Lopez,Reilly Opelka,1,,Feliciano Lopez,Reilly Opelka,1
Julien Benneteau,Horacio Zeballos,1,,Horacio Zeballos,Julien Benneteau,0
Santiago Giraldo,Sam Querrey,1,,Santiago Giraldo,Sam Querrey,1
Pablo Carreno Busta,Austin Krajicek,1,,Austin Krajicek,Pablo Carreno Busta,0
Marcel Granollers,Tobias Kamke,1,,Marcel Granollers,Tobias Kamke,1
Ivo Karlovic,Mischa Zverev,1,,Mischa Zverev,Ivo Karlovic,0
Nicolas Almagro,Guillermo Garcia Lopez,1,,Nicolas Almagro,Guillermo Garcia Lopez,1
Dusan Lajovic,Bernard Tomic,1,,Bernard Tomic,Dusan Lajovic,0
Reilly Opelka,Sergiy Stakhovsky,1,,Reilly Opelka,Sergiy Stakhovsky,1
Julien Benneteau,Jared Donaldson,1,,Jared Donaldson,Julien Benneteau,0
Horacio Zeballos,Alexandr Dolgopolov,1,,Horacio Zeballos,Alexandr Dolgopolov,1
Santiago Giraldo,Amir Weintraub,1,,Amir Weintraub,Santiago Giraldo,0
Austin Krajicek,Tigre Hank,1,,Austin Krajicek,Tigre Hank,1
Pablo Carreno Busta,Jeremy Chardy,1,,Jeremy Chardy,Pablo Carreno Busta,0
Marcel Granollers,Fernando Verdasco,1,,Marcel Granollers,Fernando Verdasco,1
Tobias Kamke,Tim Smyczek,1,,Tim Smyczek,Tobias Kamke,0
Mischa Zverev,Adrian Mannarino,1,,Mischa Zverev,Adrian Mannarino,1
Nicolas Almagro,Noah Rubin,1,,Noah Rubin,Nicolas Almagro,0
Guillermo Garcia Lopez,Lucas Gomez,1,,Guillermo Garcia Lopez,Lucas Gomez,1
Dusan Lajovic,Thiago Monteiro,1,,Thiago Monteiro,Dusan Lajovic,0
Juan Martin Del Potro,Novak Djokovic,1,,Juan Martin Del Potro,Novak Djokovic,1
,,,,0,0,0
Joao Sousa,Robin Haase,,,Joao Sousa,Robin Haase,1
,,,,0,0,0
Kyle Edmund,Jordan Thompson,,,Kyle Edmund,Jordan Thompson,1
,,,,0,0,0
Taro Daniel,Jack Sock,,,Taro Daniel,Jack Sock,1
,,,,0,0,0
Roberto Bautista Agut,Andrey Kuznetsov,,,Roberto Bautista Agut,Andrey Kuznetsov,1
,,,,0,0,0
Paolo Lorenzi,Yen Hsun Lu,,,Paolo Lorenzi,Yen Hsun Lu,1
,,,,0,0,0
Gilles Muller,Jerzy Janowicz,,,Gilles Muller,Jerzy Janowicz,1
,,,,0,0,0
Jo Wilfried Tsonga,Malek Jaziri,,,Jo Wilfried Tsonga,Malek Jaziri,1
,,,,0,0,0
Rafael Nadal,Federico Delbonis,,,Rafael Nadal,Federico Delbonis,1
,,,,0,0,0
Andreas Seppi,Illya Marchenko,,,Andreas Seppi,Illya Marchenko,1
,,,,0,0,0
Yuichi Sugita,Brian Baker,,,Yuichi Sugita,Brian Baker,1
,,,,0,0,0
Gilles Simon,Borna Coric,,,Gilles Simon,Borna Coric,1
,,,,0,0,0
Pablo Cuevas,Nikoloz Basilashvili,,,Pablo Cuevas,Nikoloz Basilashvili,1
,,,,0,0,0
Thomaz Bellucci,Dustin Brown,,,Thomaz Bellucci,Dustin Brown,1
,,,,0,0,0
Dudi Sela,Damir Dzumhur,,,Dudi Sela,Damir Dzumhur,1
,,,,0,0,0
David Goffin,Igor Kunitsyn,,,David Goffin,Igor Kunitsyn,1
,,,,0,0,0
Gael Monfils,Vasek Pospisil,,,Gael Monfils,Vasek Pospisil,1
,,,,0,0,0
Rogerio Dutra Silva,Thomas Fabbiano,,,Rogerio Dutra Silva,Thomas Fabbiano,1
,,,,0,0,0
Radu Albot,Teymuraz Gabashvili,,,Radu Albot,Teymuraz Gabashvili,1
,,,,0,0,0
Marin Cilic,Grigor Dimitrov,,,Marin Cilic,Grigor Dimitrov,1
,,,,0,0,0
Philipp Kohlschreiber,Guido Pella,,,Philipp Kohlschreiber,Guido Pella,1
,,,,0,0,0
Andrej Martin,Denis Kudla,,,Andrej Martin,Denis Kudla,1
,,,,0,0,0
John Millman,Ricardas Berankis,,,John Millman,Ricardas Berankis,1
,,,,0,0,0
Kei Nishikori,Albert Ramos,,,Kei Nishikori,Albert Ramos,1
,,,,0,0,0
David Ferrer,Denis Istomin,,,David Ferrer,Denis Istomin,1
,,,,0,0,0
Evgeny Donskoy,Jan Lennard Struff,,,Evgeny Donskoy,Jan Lennard Struff,1
,,,,0,0,0
Gastao Elias,Thanasi Kokkinakis,,,Gastao Elias,Thanasi Kokkinakis,1
,,,,0,0,0
Steve Johnson,Darian King,,,Steve Johnson,Darian King,1
,,,,0,0,0
Benoit Paire,Lukas Rosol,,,Benoit Paire,Lukas Rosol,1
,,,,0,0,0
Fabio Fognini,Victor Estrella,,,Fabio Fognini,Victor Estrella,1
,,,,0,0,0
Juan Monaco,Mirza Basic,,,Juan Monaco,Mirza Basic,1
,,,,0,0,0
Andy Murray,Viktor Troicki,,,Andy Murray,Viktor Troicki,1
,,,,0,0,0
Juan Martin Del Potro,Joao Sousa,,,Juan Martin Del Potro,Joao Sousa,1
,,,,0,0,0
Taro Daniel,Kyle Edmund,,,Taro Daniel,Kyle Edmund,1
,,,,0,0,0
Roberto Bautista Agut,Paolo Lorenzi,,,Roberto Bautista Agut,Paolo Lorenzi,1
,,,,0,0,0
Gilles Muller,Jo Wilfried Tsonga,,,Gilles Muller,Jo Wilfried Tsonga,1
,,,,0,0,0
Rafael Nadal,Andreas Seppi,,,Rafael Nadal,Andreas Seppi,1
,,,,0,0,0
Gilles Simon,Yuichi Sugita,,,Gilles Simon,Yuichi Sugita,1
,,,,0,0,0
Thomaz Bellucci,Pablo Cuevas,,,Thomaz Bellucci,Pablo Cuevas,1
,,,,0,0,0
David Goffin,Dudi Sela,,,David Goffin,Dudi Sela,1
,,,,0,0,0
Gael Monfils,Rogerio Dutra Silva,,,Gael Monfils,Rogerio Dutra Silva,1
,,,,0,0,0
Marin Cilic,Radu Albot,,,Marin Cilic,Radu Albot,1
,,,,0,0,0
Andrej Martin,Philipp Kohlschreiber,,,Andrej Martin,Philipp Kohlschreiber,1
Kei Nishikori,John Millman,,,John Millman,Kei Nishikori,0
,,,,0,0,1
Evgeny Donskoy,David Ferrer,,,David Ferrer,Evgeny Donskoy,0
,,,,0,0,1
Steve Johnson,Gastao Elias,,,Gastao Elias,Steve Johnson,0
,,,,0,0,1
Fabio Fognini,Benoit Paire,,,Benoit Paire,Fabio Fognini,0
,,,,0,0,1
Andy Murray,Juan Monaco,,,Juan Monaco,Andy Murray,0
,,,,0,0,1
Juan Martin Del Potro,Taro Daniel,,,Taro Daniel,Juan Martin Del Potro,0
,,,,0,0,1
Roberto Bautista Agut,Gilles Muller,,,Gilles Muller,Roberto Bautista Agut,0
,,,,0,0,1
Rafael Nadal,Gilles Simon,,,Gilles Simon,Rafael Nadal,0
,,,,0,0,1
Thomaz Bellucci,David Goffin,,,David Goffin,Thomaz Bellucci,0
,,,,0,0,1
Gael Monfils,Marin Cilic,,,Marin Cilic,Gael Monfils,0
,,,,0,0,1
Kei Nishikori,Andrej Martin,,,Andrej Martin,Kei Nishikori,0
,,,,0,0,1
Steve Johnson,Evgeny Donskoy,,,Evgeny Donskoy,Steve Johnson,0
,,,,0,0,1
Andy Murray,Fabio Fognini,,,Fabio Fognini,Andy Murray,0
,,,,0,0,1
Juan Martin Del Potro,Roberto Bautista Agut,,,Roberto Bautista Agut,Juan Martin Del Potro,0
,,,,0,0,1
Rafael Nadal,Thomaz Bellucci,,,Thomaz Bellucci,Rafael Nadal,0
,,,,0,0,1
Kei Nishikori,Gael Monfils,,,Gael Monfils,Kei Nishikori,0
,,,,0,0,1
Andy Murray,Steve Johnson,,,Steve Johnson,Andy Murray,0
,,,,0,0,1
Juan Martin Del Potro,Rafael Nadal,,,Rafael Nadal,Juan Martin Del Potro,0
,,,,0,0,1
Andy Murray,Kei Nishikori,,,Kei Nishikori,Andy Murray,0
,,,,0,0,1
Andy Murray,Juan Martin Del Potro,,,Juan Martin Del Potro,Andy Murray,0
,,,,0,0,1
Kei Nishikori,Rafael Nadal,,,Rafael Nadal,Kei Nishikori,0
,,,,0,0,1
Marin Cilic,Andy Murray,,,Andy Murray,Marin Cilic,0
Andy Murray,Milos Raonic,,,Andy Murray,Milos Raonic,1
Marin Cilic,Grigor Dimitrov,,,Grigor Dimitrov,Marin Cilic,0
Andy Murray,Bernard Tomic,,,Andy Murray,Bernard Tomic,1
Milos Raonic,Dominic Thiem,,,Dominic Thiem,Milos Raonic,0
Marin Cilic,Borna Coric,,,Marin Cilic,Borna Coric,1
Grigor Dimitrov,Steve Johnson,,,Steve Johnson,Grigor Dimitrov,0
Andy Murray,Kevin Anderson,,,Andy Murray,Kevin Anderson,1
Bernard Tomic,Kei Nishikori,,,Kei Nishikori,Bernard Tomic,0
Milos Raonic,Yuichi Sugita,,,Milos Raonic,Yuichi Sugita,1
Dominic Thiem,Gael Monfils,,,Gael Monfils,Dominic Thiem,0
Marin Cilic,Tomas Berdych,,,Marin Cilic,Tomas Berdych,1
Borna Coric,Rafael Nadal,,,Rafael Nadal,Borna Coric,0
Steve Johnson,Jo Wilfried Tsonga,,,Steve Johnson,Jo Wilfried Tsonga,1
Grigor Dimitrov,Stanislas Wawrinka,,,Stanislas Wawrinka,Grigor Dimitrov,0
Andy Murray,Juan Monaco,,,Andy Murray,Juan Monaco,1
Kevin Anderson,Richard Gasquet,,,Richard Gasquet,Kevin Anderson,0
Bernard Tomic,David Goffin,,,Bernard Tomic,David Goffin,1
Kei Nishikori,Mikhail Youzhny,,,Mikhail Youzhny,Kei Nishikori,0
Milos Raonic,John Isner,,,Milos Raonic,John Isner,1
Yuichi Sugita,Nicolas Mahut,,,Nicolas Mahut,Yuichi Sugita,0
Gael Monfils,Marcos Baghdatis,,,Gael Monfils,Marcos Baghdatis,1
Dominic Thiem,John Millman,,,John Millman,Dominic Thiem,0
Tomas Berdych,Marcel Granollers,,,Tomas Berdych,Marcel Granollers,1
Marin Cilic,Fernando Verdasco,,,Fernando Verdasco,Marin Cilic,0
Borna Coric,Nick Kyrgios,,,Borna Coric,Nick Kyrgios,1
Rafael Nadal,Pablo Cuevas,,,Pablo Cuevas,Rafael Nadal,0
Jo Wilfried Tsonga,Reilly Opelka,,,Jo Wilfried Tsonga,Reilly Opelka,1
Steve Johnson,Julien Benneteau,,,Julien Benneteau,Steve Johnson,0
Grigor Dimitrov,Feliciano Lopez,,,Grigor Dimitrov,Feliciano Lopez,1
Stanislas Wawrinka,Jared Donaldson,,,Jared Donaldson,Stanislas Wawrinka,0
Juan Monaco,Ivo Karlovic,,,Juan Monaco,Ivo Karlovic,1
Kevin Anderson,Alexandr Dolgopolov,,,Alexandr Dolgopolov,Kevin Anderson,0
Richard Gasquet,Adrian Mannarino,,,Richard Gasquet,Adrian Mannarino,1
David Goffin,Nikoloz Basilashvili,,,Nikoloz Basilashvili,David Goffin,0
Bernard Tomic,Joao Sousa,,,Bernard Tomic,Joao Sousa,1
Mikhail Youzhny,Taylor Harry Fritz,,,Taylor Harry Fritz,Mikhail Youzhny,0
John Isner,Fabio Fognini,,,John Isner,Fabio Fognini,1
Yuichi Sugita,Alexander Zverev,,,Alexander Zverev,Yuichi Sugita,0
Nicolas Mahut,Roberto Bautista Agut,,,Nicolas Mahut,Roberto Bautista Agut,1
Gael Monfils,Pablo Carreno Busta,,,Pablo Carreno Busta,Gael Monfils,0
Marcos Baghdatis,Vasek Pospisil,,,Marcos Baghdatis,Vasek Pospisil,1
John Millman,Malek Jaziri,,,Malek Jaziri,John Millman,0
Marcel Granollers,Jiri Vesely,,,Marcel Granollers,Jiri Vesely,1
Fernando Verdasco,Albert Ramos,,,Albert Ramos,Fernando Verdasco,0
Marin Cilic,Viktor Troicki,,,Marin Cilic,Viktor Troicki,1
Nick Kyrgios,Lucas Pouille,,,Lucas Pouille,Nick Kyrgios,0
Borna Coric,Benoit Paire,,,Borna Coric,Benoit Paire,1
Pablo Cuevas,Sam Querrey,,,Sam Querrey,Pablo Cuevas,0
Reilly Opelka,Jeremy Chardy,,,Reilly Opelka,Jeremy Chardy,1
Steve Johnson,Federico Delbonis,,,Federico Delbonis,Steve Johnson,0
Julien Benneteau,David Ferrer,,,Julien Benneteau,David Ferrer,1
Feliciano Lopez,Mischa Zverev,,,Mischa Zverev,Feliciano Lopez,0
Grigor Dimitrov,Gilles Simon,,,Grigor Dimitrov,Gilles Simon,1
Jared Donaldson,Nicolas Almagro,,,Nicolas Almagro,Jared Donaldson,0
Pablo Carreno Busta,Roberto Bautista Agut,,,Pablo Carreno Busta,Roberto Bautista Agut,1
Pablo Carreno Busta,John Millman,,,John Millman,Pablo Carreno Busta,0
Roberto Bautista Agut,Viktor Troicki,,,Roberto Bautista Agut,Viktor Troicki,1
John Millman,Richard Gasquet,,,Richard Gasquet,John Millman,0
Pablo Carreno Busta,Andrey Kuznetsov,,,Pablo Carreno Busta,Andrey Kuznetsov,1
Viktor Troicki,Fernando Verdasco,,,Fernando Verdasco,Viktor Troicki,0
Roberto Bautista Agut,Yen Hsun Lu,,,Roberto Bautista Agut,Yen Hsun Lu,1
Richard Gasquet,Stephane Robert,,,Stephane Robert,Richard Gasquet,0
John Millman,Bjorn Fratangelo,,,John Millman,Bjorn Fratangelo,1
Pablo Carreno Busta,Pablo Cuevas,,,Pablo Cuevas,Pablo Carreno Busta,0
Andrey Kuznetsov,Jiri Vesely,,,Andrey Kuznetsov,Jiri Vesely,1
Viktor Troicki,Sam Querrey,,,Sam Querrey,Viktor Troicki,0
Fernando Verdasco,Steve Johnson,,,Fernando Verdasco,Steve Johnson,1
Yen Hsun Lu,Diego Sebastian Schwartzman,,,Diego Sebastian Schwartzman,Yen Hsun Lu,0
Roberto Bautista Agut,Marcos Baghdatis,,,Roberto Bautista Agut,Marcos Baghdatis,1
Richard Gasquet,Daniel Evans,,,Daniel Evans,Richard Gasquet,0
Stephane Robert,Federico Delbonis,,,Stephane Robert,Federico Delbonis,1
Bjorn Fratangelo,Paolo Lorenzi,,,Paolo Lorenzi,Bjorn Fratangelo,0
John Millman,Albert Ramos,,,John Millman,Albert Ramos,1
Pablo Cuevas,Malek Jaziri,,,Malek Jaziri,Pablo Cuevas,0
Pablo Carreno Busta,Jan Lennard Struff,,,Pablo Carreno Busta,Jan Lennard Struff,1
Andrey Kuznetsov,Mikhail Youzhny,,,Mikhail Youzhny,Andrey Kuznetsov,0
Jiri Vesely,Kevin Anderson,,,Jiri Vesely,Kevin Anderson,1
Sam Querrey,Guillermo Garcia Lopez,,,Guillermo Garcia Lopez,Sam Querrey,0
Viktor Troicki,Kyle Edmund,,,Viktor Troicki,Kyle Edmund,1
Fernando Verdasco,Taylor Harry Fritz,,,Taylor Harry Fritz,Fernando Verdasco,0
Steve Johnson,Lukas Rosol,,,Steve Johnson,Lukas Rosol,1
Diego Sebastian Schwartzman,Gilles Simon,,,Gilles Simon,Diego Sebastian Schwartzman,0
Yen Hsun Lu,Joao Sousa,,,Yen Hsun Lu,Joao Sousa,1
Marcos Baghdatis,Donald Young,,,Donald Young,Marcos Baghdatis,0
Roberto Bautista Agut,Aljaz Bedene,,,Roberto Bautista Agut,Aljaz Bedene,1
Daniel Evans,Gastao Elias,,,Gastao Elias,Daniel Evans,0
Stephane Robert,Paul Henri Mathieu,,,Stephane Robert,Paul Henri Mathieu,1
Bjorn Fratangelo,Evgeny Donskoy,,,Evgeny Donskoy,Bjorn Fratangelo,0
John Millman,Yoshihito Nishioka,,,John Millman,Yoshihito Nishioka,1
Malek Jaziri,Radu Albot,,,Radu Albot,Malek Jaziri,0
Jan Lennard Struff,Andreas Seppi,,,Jan Lennard Struff,Andreas Seppi,1
Mikhail Youzhny,James Duckworth,,,James Duckworth,Mikhail Youzhny,0
Jiri Vesely,Tim Van Rijthoven,,,Jiri Vesely,Tim Van Rijthoven,1
Guillermo Garcia Lopez,Damir Dzumhur,,,Damir Dzumhur,Guillermo Garcia Lopez,0
Kyle Edmund,Rajeev Ram,,,Kyle Edmund,Rajeev Ram,1
Taylor Harry Fritz,Francis Tiafoe,,,Francis Tiafoe,Taylor Harry Fritz,0
Lukas Rosol,Victor Estrella,,,Lukas Rosol,Victor Estrella,1
Diego Sebastian Schwartzman,Mikhail Kukushkin,,,Mikhail Kukushkin,Diego Sebastian Schwartzman,0
Yen Hsun Lu,Illya Marchenko,,,Yen Hsun Lu,Illya Marchenko,1
Donald Young,Pierre Hugues Herbert,,,Pierre Hugues Herbert,Donald Young,0
Aljaz Bedene,James Mcgee,,,Aljaz Bedene,James Mcgee,1
Novak Djokovic,Jerzy Janowicz,,,Jerzy Janowicz,Novak Djokovic,0
